ID,Choice,Tcost,Urban,Walleye,Salmon,Panfish
152,1,13.422,0,0.6906261,0,1.128466
152,0,28.284,1,0.7140083,0,1.390976
152,0,21.843,1,0.7556086,0,1.279361
152,0,38.9355,1,0.5879535,0,1.246248
152,0,46.5765,0,0.1894172,0,1.765068
152,0,69.0495,0,0.0346533,0.0208933,2.305171
152,0,58.038,0,0.0023445,0.3489647,0.1836469
152,0,59.178,0,0.0016101,0.3067525,0.0355202
152,0,40.026,1,0.0008522,0.3292299,0.0502169
152,0,96.6735,0,0.8285007,0,0.5015054
153,1,13.422,0,0.6906261,0,1.128466
153,0,28.284,1,0.7140083,0,1.390976
153,0,21.843,1,0.7556086,0,1.279361
153,0,38.9355,1,0.5879535,0,1.246248
153,0,46.5765,0,0.1894172,0,1.765068
153,0,69.0495,0,0.0346533,0.0208933,2.305171
153,0,58.038,0,0.0023445,0.3489647,0.1836469
153,0,59.178,0,0.0016101,0.3067525,0.0355202
153,0,40.026,1,0.0008522,0.3292299,0.0502169
153,0,96.6735,0,0.8285007,0,0.5015054
154,1,13.422,0,0.6906261,0,1.128466
154,0,28.284,1,0.7140083,0,1.390976
154,0,21.843,1,0.7556086,0,1.279361
154,0,38.9355,1,0.5879535,0,1.246248
154,0,46.5765,0,0.1894172,0,1.765068
154,0,69.0495,0,0.0346533,0.0208933,2.305171
154,0,58.038,0,0.0023445,0.3489647,0.1836469
154,0,59.178,0,0.0016101,0.3067525,0.0355202
154,0,40.026,1,0.0008522,0.3292299,0.0502169
154,0,96.6735,0,0.8285007,0,0.5015054
155,0,43.518,0,0.6906261,0,1.128466
155,0,18.0012,1,0.7140083,0,1.390976
155,0,25.7268,1,0.7556086,0,1.279361
155,1,0,1,0.5879535,0,1.246248
155,0,33.5724,0,0.1894172,0,1.765068
155,0,92.796,0,0.0346533,0.0208933,2.305171
155,0,79.3176,0,0.0023445,0.3489647,0.1836469
155,0,77.7876,0,0.0016101,0.3067525,0.0355202
155,0,78.92039,1,0.0008522,0.3292299,0.0502169
155,0,95.7816,0,0.8285007,0,0.5015054
156,0,43.518,0,0.6906261,0,1.128466
156,0,18.0012,1,0.7140083,0,1.390976
156,0,25.7268,1,0.7556086,0,1.279361
156,1,0,1,0.5879535,0,1.246248
156,0,33.5724,0,0.1894172,0,1.765068
156,0,92.796,0,0.0346533,0.0208933,2.305171
156,0,79.3176,0,0.0023445,0.3489647,0.1836469
156,0,77.7876,0,0.0016101,0.3067525,0.0355202
156,0,78.92039,1,0.0008522,0.3292299,0.0502169
156,0,95.7816,0,0.8285007,0,0.5015054
157,0,43.518,0,0.6906261,0,1.128466
157,0,18.0012,1,0.7140083,0,1.390976
157,0,25.7268,1,0.7556086,0,1.279361
157,1,0,1,0.5879535,0,1.246248
157,0,33.5724,0,0.1894172,0,1.765068
157,0,92.796,0,0.0346533,0.0208933,2.305171
157,0,79.3176,0,0.0023445,0.3489647,0.1836469
157,0,77.7876,0,0.0016101,0.3067525,0.0355202
157,0,78.92039,1,0.0008522,0.3292299,0.0502169
157,0,95.7816,0,0.8285007,0,0.5015054
158,0,43.518,0,0.6906261,0,1.128466
158,0,18.0012,1,0.7140083,0,1.390976
158,0,25.7268,1,0.7556086,0,1.279361
158,1,0,1,0.5879535,0,1.246248
158,0,33.5724,0,0.1894172,0,1.765068
158,0,92.796,0,0.0346533,0.0208933,2.305171
158,0,79.3176,0,0.0023445,0.3489647,0.1836469
158,0,77.7876,0,0.0016101,0.3067525,0.0355202
158,0,78.92039,1,0.0008522,0.3292299,0.0502169
158,0,95.7816,0,0.8285007,0,0.5015054
159,0,43.518,0,0.6906261,0,1.128466
159,0,18.0012,1,0.7140083,0,1.390976
159,0,25.7268,1,0.7556086,0,1.279361
159,1,0,1,0.5879535,0,1.246248
159,0,33.5724,0,0.1894172,0,1.765068
159,0,92.796,0,0.0346533,0.0208933,2.305171
159,0,79.3176,0,0.0023445,0.3489647,0.1836469
159,0,77.7876,0,0.0016101,0.3067525,0.0355202
159,0,78.92039,1,0.0008522,0.3292299,0.0502169
159,0,95.7816,0,0.8285007,0,0.5015054
160,0,43.518,0,0.6906261,0,1.128466
160,0,18.0012,1,0.7140083,0,1.390976
160,0,25.7268,1,0.7556086,0,1.279361
160,1,0,1,0.5879535,0,1.246248
160,0,33.5724,0,0.1894172,0,1.765068
160,0,92.796,0,0.0346533,0.0208933,2.305171
160,0,79.3176,0,0.0023445,0.3489647,0.1836469
160,0,77.7876,0,0.0016101,0.3067525,0.0355202
160,0,78.92039,1,0.0008522,0.3292299,0.0502169
160,0,95.7816,0,0.8285007,0,0.5015054
161,0,43.518,0,0.6906261,0,1.128466
161,0,18.0012,1,0.7140083,0,1.390976
161,0,25.7268,1,0.7556086,0,1.279361
161,1,0,1,0.5879535,0,1.246248
161,0,33.5724,0,0.1894172,0,1.765068
161,0,92.796,0,0.0346533,0.0208933,2.305171
161,0,79.3176,0,0.0023445,0.3489647,0.1836469
161,0,77.7876,0,0.0016101,0.3067525,0.0355202
161,0,78.92039,1,0.0008522,0.3292299,0.0502169
161,0,95.7816,0,0.8285007,0,0.5015054
162,0,43.518,0,0.6906261,0,1.128466
162,0,18.0012,1,0.7140083,0,1.390976
162,0,25.7268,1,0.7556086,0,1.279361
162,1,0,1,0.5879535,0,1.246248
162,0,33.5724,0,0.1894172,0,1.765068
162,0,92.796,0,0.0346533,0.0208933,2.305171
162,0,79.3176,0,0.0023445,0.3489647,0.1836469
162,0,77.7876,0,0.0016101,0.3067525,0.0355202
162,0,78.92039,1,0.0008522,0.3292299,0.0502169
162,0,95.7816,0,0.8285007,0,0.5015054
163,0,26.40152,0,0.6906261,0,1.128466
163,0,23.24008,1,0.7140083,0,1.390976
163,0,47.27872,1,0.7556086,0,1.279361
163,0,28.83152,1,0.5879535,0,1.246248
163,0,37.11584,0,0.1894172,0,1.765068
163,0,37.20584,0,0.0346533,0.0208933,2.305171
163,0,27.18152,0,0.0023445,0.3489647,0.1836469
163,1,23.57008,0,0.0016101,0.3067525,0.0355202
163,0,31.06296,1,0.0008522,0.3292299,0.0502169
163,0,95.12032,0,0.8285007,0,0.5015054
164,0,26.40152,0,0.6906261,0,1.128466
164,0,23.24008,1,0.7140083,0,1.390976
164,0,47.27872,1,0.7556086,0,1.279361
164,0,28.83152,1,0.5879535,0,1.246248
164,0,37.11584,0,0.1894172,0,1.765068
164,0,37.20584,0,0.0346533,0.0208933,2.305171
164,0,27.18152,0,0.0023445,0.3489647,0.1836469
164,1,23.57008,0,0.0016101,0.3067525,0.0355202
164,0,31.06296,1,0.0008522,0.3292299,0.0502169
164,0,95.12032,0,0.8285007,0,0.5015054
165,0,26.40152,0,0.6906261,0,1.128466
165,0,23.24008,1,0.7140083,0,1.390976
165,0,47.27872,1,0.7556086,0,1.279361
165,1,28.83152,1,0.5879535,0,1.246248
165,0,37.11584,0,0.1894172,0,1.765068
165,0,37.20584,0,0.0346533,0.0208933,2.305171
165,0,27.18152,0,0.0023445,0.3489647,0.1836469
165,0,23.57008,0,0.0016101,0.3067525,0.0355202
165,0,31.06296,1,0.0008522,0.3292299,0.0502169
165,0,95.12032,0,0.8285007,0,0.5015054
166,0,26.40152,0,0.6906261,0,1.128466
166,0,23.24008,1,0.7140083,0,1.390976
166,0,47.27872,1,0.7556086,0,1.279361
166,0,28.83152,1,0.5879535,0,1.246248
166,0,37.11584,0,0.1894172,0,1.765068
166,0,37.20584,0,0.0346533,0.0208933,2.305171
166,0,27.18152,0,0.0023445,0.3489647,0.1836469
166,1,23.57008,0,0.0016101,0.3067525,0.0355202
166,0,31.06296,1,0.0008522,0.3292299,0.0502169
166,0,95.12032,0,0.8285007,0,0.5015054
167,0,26.40152,0,0.6906261,0,1.128466
167,0,23.24008,1,0.7140083,0,1.390976
167,0,47.27872,1,0.7556086,0,1.279361
167,0,28.83152,1,0.5879535,0,1.246248
167,0,37.11584,0,0.1894172,0,1.765068
167,0,37.20584,0,0.0346533,0.0208933,2.305171
167,0,27.18152,0,0.0023445,0.3489647,0.1836469
167,1,23.57008,0,0.0016101,0.3067525,0.0355202
167,0,31.06296,1,0.0008522,0.3292299,0.0502169
167,0,95.12032,0,0.8285007,0,0.5015054
168,0,26.40152,0,0.6906261,0,1.128466
168,0,23.24008,1,0.7140083,0,1.390976
168,0,47.27872,1,0.7556086,0,1.279361
168,0,28.83152,1,0.5879535,0,1.246248
168,0,37.11584,0,0.1894172,0,1.765068
168,0,37.20584,0,0.0346533,0.0208933,2.305171
168,0,27.18152,0,0.0023445,0.3489647,0.1836469
168,1,23.57008,0,0.0016101,0.3067525,0.0355202
168,0,31.06296,1,0.0008522,0.3292299,0.0502169
168,0,95.12032,0,0.8285007,0,0.5015054
169,0,26.40152,0,0.6906261,0,1.128466
169,0,23.24008,1,0.7140083,0,1.390976
169,0,47.27872,1,0.7556086,0,1.279361
169,0,28.83152,1,0.5879535,0,1.246248
169,0,37.11584,0,0.1894172,0,1.765068
169,0,37.20584,0,0.0346533,0.0208933,2.305171
169,0,27.18152,0,0.0023445,0.3489647,0.1836469
169,1,23.57008,0,0.0016101,0.3067525,0.0355202
169,0,31.06296,1,0.0008522,0.3292299,0.0502169
169,0,95.12032,0,0.8285007,0,0.5015054
170,0,26.40152,0,0.6906261,0,1.128466
170,0,23.24008,1,0.7140083,0,1.390976
170,0,47.27872,1,0.7556086,0,1.279361
170,0,28.83152,1,0.5879535,0,1.246248
170,0,37.11584,0,0.1894172,0,1.765068
170,0,37.20584,0,0.0346533,0.0208933,2.305171
170,0,27.18152,0,0.0023445,0.3489647,0.1836469
170,1,23.57008,0,0.0016101,0.3067525,0.0355202
170,0,31.06296,1,0.0008522,0.3292299,0.0502169
170,0,95.12032,0,0.8285007,0,0.5015054
171,0,45.828,0,0.6906261,0,1.128466
171,0,41.5152,1,0.7140083,0,1.390976
171,0,72.462,1,0.7556086,0,1.279361
171,0,48.258,1,0.5879535,0,1.246248
171,0,59.9964,0,0.1894172,0,1.765068
171,0,44.868,0,0.0346533,0.0208933,2.305171
171,0,31.3896,0,0.0023445,0.3489647,0.1836469
171,1,21.414,0,0.0016101,0.3067525,0.0355202
171,0,31.6896,1,0.0008522,0.3292299,0.0502169
171,0,137.574,0,0.8285007,0,0.5015054
172,0,45.828,0,0.6906261,0,1.128466
172,0,41.5152,1,0.7140083,0,1.390976
172,0,72.462,1,0.7556086,0,1.279361
172,0,48.258,1,0.5879535,0,1.246248
172,0,59.9964,0,0.1894172,0,1.765068
172,0,44.868,0,0.0346533,0.0208933,2.305171
172,0,31.3896,0,0.0023445,0.3489647,0.1836469
172,1,21.414,0,0.0016101,0.3067525,0.0355202
172,0,31.6896,1,0.0008522,0.3292299,0.0502169
172,0,137.574,0,0.8285007,0,0.5015054
173,0,53.08778,0,0.6906261,0,1.128466
173,0,48.022,1,0.7140083,0,1.390976
173,0,83.48666,1,0.7556086,0,1.279361
173,0,55.51778,1,0.5879535,0,1.246248
173,0,69.51511,0,0.1894172,0,1.765068
173,0,46.762,0,0.0346533,0.0208933,2.305171
173,1,31.02467,0,0.0023445,0.3489647,0.1836469
173,0,36.60044,0,0.0016101,0.3067525,0.0355202
173,0,47.902,1,0.0008522,0.3292299,0.0502169
173,0,159.8933,0,0.8285007,0,0.5015054
174,0,55.605,0,0.6906261,0,1.128466
174,0,50.2875,1,0.7140083,0,1.390976
174,0,87.2625,1,0.7556086,0,1.279361
174,0,58.035,1,0.5879535,0,1.246248
174,0,72.7875,0,0.1894172,0,1.765068
174,1,49.0275,0,0.0346533,0.0208933,2.305171
174,0,32.535,0,0.0023445,0.3489647,0.1836469
174,0,38.3625,0,0.0016101,0.3067525,0.0355202
174,0,50.1675,1,0.0008522,0.3292299,0.0502169
174,0,167.445,0,0.8285007,0,0.5015054
175,0,40.49737,0,0.6906261,0,1.128466
175,0,39.41737,1,0.7140083,0,1.390976
175,0,59.24632,1,0.7556086,0,1.279361
175,0,44.30719,1,0.5879535,0,1.246248
175,0,49.10684,0,0.1894172,0,1.765068
175,0,15.77895,0,0.0346533,0.0208933,2.305171
175,0,12.32912,0,0.0023445,0.3489647,0.1836469
175,1,2.429825,0,0.0016101,0.3067525,0.0355202
175,0,14.42895,1,0.0008522,0.3292299,0.0502169
175,0,95.18386,0,0.8285007,0,0.5015054
176,0,40.49737,0,0.6906261,0,1.128466
176,0,39.41737,1,0.7140083,0,1.390976
176,0,59.24632,1,0.7556086,0,1.279361
176,0,44.30719,1,0.5879535,0,1.246248
176,0,49.10684,0,0.1894172,0,1.765068
176,0,15.77895,0,0.0346533,0.0208933,2.305171
176,0,12.32912,0,0.0023445,0.3489647,0.1836469
176,1,2.429825,0,0.0016101,0.3067525,0.0355202
176,0,14.42895,1,0.0008522,0.3292299,0.0502169
176,0,95.18386,0,0.8285007,0,0.5015054
177,0,40.49737,0,0.6906261,0,1.128466
177,0,39.41737,1,0.7140083,0,1.390976
177,0,59.24632,1,0.7556086,0,1.279361
177,0,44.30719,1,0.5879535,0,1.246248
177,0,49.10684,0,0.1894172,0,1.765068
177,0,15.77895,0,0.0346533,0.0208933,2.305171
177,0,12.32912,0,0.0023445,0.3489647,0.1836469
177,1,2.429825,0,0.0016101,0.3067525,0.0355202
177,0,14.42895,1,0.0008522,0.3292299,0.0502169
177,0,95.18386,0,0.8285007,0,0.5015054
178,0,40.49737,0,0.6906261,0,1.128466
178,0,39.41737,1,0.7140083,0,1.390976
178,0,59.24632,1,0.7556086,0,1.279361
178,0,44.30719,1,0.5879535,0,1.246248
178,0,49.10684,0,0.1894172,0,1.765068
178,0,15.77895,0,0.0346533,0.0208933,2.305171
178,0,12.32912,0,0.0023445,0.3489647,0.1836469
178,1,2.429825,0,0.0016101,0.3067525,0.0355202
178,0,14.42895,1,0.0008522,0.3292299,0.0502169
178,0,95.18386,0,0.8285007,0,0.5015054
179,0,40.49737,0,0.6906261,0,1.128466
179,0,39.41737,1,0.7140083,0,1.390976
179,0,59.24632,1,0.7556086,0,1.279361
179,0,44.30719,1,0.5879535,0,1.246248
179,0,49.10684,0,0.1894172,0,1.765068
179,0,15.77895,0,0.0346533,0.0208933,2.305171
179,0,12.32912,0,0.0023445,0.3489647,0.1836469
179,1,2.429825,0,0.0016101,0.3067525,0.0355202
179,0,14.42895,1,0.0008522,0.3292299,0.0502169
179,0,95.18386,0,0.8285007,0,0.5015054
180,0,40.082,0,0.6906261,0,1.128466
180,0,37.429,1,0.7140083,0,1.390976
180,0,58.417,1,0.7556086,0,1.279361
180,0,42.512,1,0.5879535,0,1.246248
180,0,49.271,0,0.1894172,0,1.765068
180,0,19.561,0,0.0346533,0.0208933,2.305171
180,0,5.366,0,0.0023445,0.3489647,0.1836469
180,1,10.342,0,0.0016101,0.3067525,0.0355202
180,0,22.484,1,0.0008522,0.3292299,0.0502169
180,0,98.632,0,0.8285007,0,0.5015054
181,0,40.082,0,0.6906261,0,1.128466
181,0,37.429,1,0.7140083,0,1.390976
181,0,58.417,1,0.7556086,0,1.279361
181,0,42.512,1,0.5879535,0,1.246248
181,0,49.271,0,0.1894172,0,1.765068
181,0,19.561,0,0.0346533,0.0208933,2.305171
181,0,5.366,0,0.0023445,0.3489647,0.1836469
181,1,10.342,0,0.0016101,0.3067525,0.0355202
181,0,22.484,1,0.0008522,0.3292299,0.0502169
181,0,98.632,0,0.8285007,0,0.5015054
182,0,54.53595,0,0.6906261,0,1.128466
182,0,36.5462,1,0.7140083,0,1.390976
182,0,43.63278,1,0.7556086,0,1.279361
182,0,28.97962,1,0.5879535,0,1.246248
182,1,21.35304,0,0.1894172,0,1.765068
182,0,87.08556,0,0.0346533,0.0208933,2.305171
182,0,77.08569,0,0.0023445,0.3489647,0.1836469
182,0,73.48241,0,0.0016101,0.3067525,0.0355202
182,0,80.95898,1,0.0008522,0.3292299,0.0502169
182,0,65.82582,0,0.8285007,0,0.5015054
183,0,54.53595,0,0.6906261,0,1.128466
183,0,36.5462,1,0.7140083,0,1.390976
183,0,43.63278,1,0.7556086,0,1.279361
183,0,28.97962,1,0.5879535,0,1.246248
183,1,21.35304,0,0.1894172,0,1.765068
183,0,87.08556,0,0.0346533,0.0208933,2.305171
183,0,77.08569,0,0.0023445,0.3489647,0.1836469
183,0,73.48241,0,0.0016101,0.3067525,0.0355202
183,0,80.95898,1,0.0008522,0.3292299,0.0502169
183,0,65.82582,0,0.8285007,0,0.5015054
184,0,54.53595,0,0.6906261,0,1.128466
184,0,36.5462,1,0.7140083,0,1.390976
184,0,43.63278,1,0.7556086,0,1.279361
184,0,28.97962,1,0.5879535,0,1.246248
184,1,21.35304,0,0.1894172,0,1.765068
184,0,87.08556,0,0.0346533,0.0208933,2.305171
184,0,77.08569,0,0.0023445,0.3489647,0.1836469
184,0,73.48241,0,0.0016101,0.3067525,0.0355202
184,0,80.95898,1,0.0008522,0.3292299,0.0502169
184,0,65.82582,0,0.8285007,0,0.5015054
185,0,54.53595,0,0.6906261,0,1.128466
185,0,36.5462,1,0.7140083,0,1.390976
185,0,43.63278,1,0.7556086,0,1.279361
185,0,28.97962,1,0.5879535,0,1.246248
185,1,21.35304,0,0.1894172,0,1.765068
185,0,87.08556,0,0.0346533,0.0208933,2.305171
185,0,77.08569,0,0.0023445,0.3489647,0.1836469
185,0,73.48241,0,0.0016101,0.3067525,0.0355202
185,0,80.95898,1,0.0008522,0.3292299,0.0502169
185,0,65.82582,0,0.8285007,0,0.5015054
186,0,54.53595,0,0.6906261,0,1.128466
186,0,36.5462,1,0.7140083,0,1.390976
186,0,43.63278,1,0.7556086,0,1.279361
186,0,28.97962,1,0.5879535,0,1.246248
186,1,21.35304,0,0.1894172,0,1.765068
186,0,87.08556,0,0.0346533,0.0208933,2.305171
186,0,77.08569,0,0.0023445,0.3489647,0.1836469
186,0,73.48241,0,0.0016101,0.3067525,0.0355202
186,0,80.95898,1,0.0008522,0.3292299,0.0502169
186,0,65.82582,0,0.8285007,0,0.5015054
187,0,55.44658,0,0.6906261,0,1.128466
187,0,37.92439,1,0.7140083,0,1.390976
187,0,44.66511,1,0.7556086,0,1.279361
187,1,30.70365,1,0.5879535,0,1.246248
187,0,33.50402,0,0.1894172,0,1.765068
187,0,91.40023,0,0.0346533,0.0208933,2.305171
187,0,81.91913,0,0.0023445,0.3489647,0.1836469
187,0,78.48877,0,0.0016101,0.3067525,0.0355202
187,0,80.18949,1,0.0008522,0.3292299,0.0502169
187,0,38.94439,0,0.8285007,0,0.5015054
188,1,12.9408,0,0.6906261,0,1.128466
188,0,19.2312,1,0.7140083,0,1.390976
188,0,29.4768,1,0.7556086,0,1.279361
188,0,29.1168,1,0.5879535,0,1.246248
188,0,36.2472,0,0.1894172,0,1.765068
188,0,55.0332,0,0.0346533,0.0208933,2.305171
188,0,46.9428,0,0.0023445,0.3489647,0.1836469
188,0,43.2576,0,0.0016101,0.3067525,0.0355202
188,0,33.912,1,0.0008522,0.3292299,0.0502169
188,0,96.8808,0,0.8285007,0,0.5015054
189,1,12.9408,0,0.6906261,0,1.128466
189,0,19.2312,1,0.7140083,0,1.390976
189,0,29.4768,1,0.7556086,0,1.279361
189,0,29.1168,1,0.5879535,0,1.246248
189,0,36.2472,0,0.1894172,0,1.765068
189,0,55.0332,0,0.0346533,0.0208933,2.305171
189,0,46.9428,0,0.0023445,0.3489647,0.1836469
189,0,43.2576,0,0.0016101,0.3067525,0.0355202
189,0,33.912,1,0.0008522,0.3292299,0.0502169
189,0,96.8808,0,0.8285007,0,0.5015054
190,1,12.9408,0,0.6906261,0,1.128466
190,0,19.2312,1,0.7140083,0,1.390976
190,0,29.4768,1,0.7556086,0,1.279361
190,0,29.1168,1,0.5879535,0,1.246248
190,0,36.2472,0,0.1894172,0,1.765068
190,0,55.0332,0,0.0346533,0.0208933,2.305171
190,0,46.9428,0,0.0023445,0.3489647,0.1836469
190,0,43.2576,0,0.0016101,0.3067525,0.0355202
190,0,33.912,1,0.0008522,0.3292299,0.0502169
190,0,96.8808,0,0.8285007,0,0.5015054
191,0,30.70778,0,0.6906261,0,1.128466
191,0,27.88,1,0.7140083,0,1.390976
191,0,49.91667,1,0.7556086,0,1.279361
191,0,33.13778,1,0.5879535,0,1.246248
191,0,40.42111,0,0.1894172,0,1.765068
191,0,26.62,0,0.0346533,0.0208933,2.305171
191,0,17.59667,0,0.0023445,0.3489647,0.1836469
191,1,20.93444,0,0.0016101,0.3067525,0.0355202
191,0,27.76,1,0.0008522,0.3292299,0.0502169
191,0,92.75333,0,0.8285007,0,0.5015054
192,0,36.84044,0,0.6906261,0,1.128466
192,0,36.21044,1,0.7140083,0,1.390976
192,0,66.90511,1,0.7556086,0,1.279361
192,0,55.57355,1,0.5879535,0,1.246248
192,0,66.3651,0,0.1894172,0,1.765068
192,0,85.82244,0,0.0346533,0.0208933,2.305171
192,0,70.08511,0,0.0023445,0.3489647,0.1836469
192,0,63.06933,0,0.0016101,0.3067525,0.0355202
192,1,31.26467,1,0.0008522,0.3292299,0.0502169
192,0,159.9491,0,0.8285007,0,0.5015054
193,0,36.84044,0,0.6906261,0,1.128466
193,0,36.21044,1,0.7140083,0,1.390976
193,0,66.90511,1,0.7556086,0,1.279361
193,0,55.57355,1,0.5879535,0,1.246248
193,0,66.3651,0,0.1894172,0,1.765068
193,0,85.82244,0,0.0346533,0.0208933,2.305171
193,0,70.08511,0,0.0023445,0.3489647,0.1836469
193,0,63.06933,0,0.0016101,0.3067525,0.0355202
193,1,31.26467,1,0.0008522,0.3292299,0.0502169
193,0,159.9491,0,0.8285007,0,0.5015054
194,0,36.84044,0,0.6906261,0,1.128466
194,0,36.21044,1,0.7140083,0,1.390976
194,0,66.90511,1,0.7556086,0,1.279361
194,0,55.57355,1,0.5879535,0,1.246248
194,0,66.3651,0,0.1894172,0,1.765068
194,0,85.82244,0,0.0346533,0.0208933,2.305171
194,0,70.08511,0,0.0023445,0.3489647,0.1836469
194,0,63.06933,0,0.0016101,0.3067525,0.0355202
194,1,31.26467,1,0.0008522,0.3292299,0.0502169
194,0,159.9491,0,0.8285007,0,0.5015054
195,0,36.84044,0,0.6906261,0,1.128466
195,0,36.21044,1,0.7140083,0,1.390976
195,0,66.90511,1,0.7556086,0,1.279361
195,0,55.57355,1,0.5879535,0,1.246248
195,0,66.3651,0,0.1894172,0,1.765068
195,0,85.82244,0,0.0346533,0.0208933,2.305171
195,0,70.08511,0,0.0023445,0.3489647,0.1836469
195,0,63.06933,0,0.0016101,0.3067525,0.0355202
195,1,31.26467,1,0.0008522,0.3292299,0.0502169
195,0,159.9491,0,0.8285007,0,0.5015054
196,0,30.8525,0,0.6906261,0,1.128466
196,0,12.935,1,0.7140083,0,1.390976
196,0,18.1275,1,0.7556086,0,1.279361
196,1,7.84875,1,0.5879535,0,1.246248
196,0,23.44,0,0.1894172,0,1.765068
196,0,67.465,0,0.0346533,0.0208933,2.305171
196,0,57.78625,0,0.0023445,0.3489647,0.1836469
196,0,56.25625,0,0.0016101,0.3067525,0.0355202
196,0,56.1225,1,0.0008522,0.3292299,0.0502169
196,0,67.9175,0,0.8285007,0,0.5015054
197,0,20.0984,0,0.6906261,0,1.128466
197,0,28.28787,1,0.7140083,0,1.390976
197,1,0,1,0.7556086,0,1.279361
197,0,18.43367,1,0.5879535,0,1.246248
197,0,37.06207,0,0.1894172,0,1.765068
197,0,85.67361,0,0.0346533,0.0208933,2.305171
197,0,75.4594,0,0.0023445,0.3489647,0.1836469
197,0,71.78467,0,0.0016101,0.3067525,0.0355202
197,0,60.09993,1,0.0008522,0.3292299,0.0502169
197,0,66.29467,0,0.8285007,0,0.5015054
198,0,20.0984,0,0.6906261,0,1.128466
198,0,28.28787,1,0.7140083,0,1.390976
198,1,0,1,0.7556086,0,1.279361
198,0,18.43367,1,0.5879535,0,1.246248
198,0,37.06207,0,0.1894172,0,1.765068
198,0,85.67361,0,0.0346533,0.0208933,2.305171
198,0,75.4594,0,0.0023445,0.3489647,0.1836469
198,0,71.78467,0,0.0016101,0.3067525,0.0355202
198,0,60.09993,1,0.0008522,0.3292299,0.0502169
198,0,66.29467,0,0.8285007,0,0.5015054
199,0,20.0984,0,0.6906261,0,1.128466
199,0,28.28787,1,0.7140083,0,1.390976
199,1,0,1,0.7556086,0,1.279361
199,0,18.43367,1,0.5879535,0,1.246248
199,0,37.06207,0,0.1894172,0,1.765068
199,0,85.67361,0,0.0346533,0.0208933,2.305171
199,0,75.4594,0,0.0023445,0.3489647,0.1836469
199,0,71.78467,0,0.0016101,0.3067525,0.0355202
199,0,60.09993,1,0.0008522,0.3292299,0.0502169
199,0,66.29467,0,0.8285007,0,0.5015054
200,0,20.0984,0,0.6906261,0,1.128466
200,0,28.28787,1,0.7140083,0,1.390976
200,1,0,1,0.7556086,0,1.279361
200,0,18.43367,1,0.5879535,0,1.246248
200,0,37.06207,0,0.1894172,0,1.765068
200,0,85.67361,0,0.0346533,0.0208933,2.305171
200,0,75.4594,0,0.0023445,0.3489647,0.1836469
200,0,71.78467,0,0.0016101,0.3067525,0.0355202
200,0,60.09993,1,0.0008522,0.3292299,0.0502169
200,0,66.29467,0,0.8285007,0,0.5015054
201,0,20.0984,0,0.6906261,0,1.128466
201,0,28.28787,1,0.7140083,0,1.390976
201,1,0,1,0.7556086,0,1.279361
201,0,18.43367,1,0.5879535,0,1.246248
201,0,37.06207,0,0.1894172,0,1.765068
201,0,85.67361,0,0.0346533,0.0208933,2.305171
201,0,75.4594,0,0.0023445,0.3489647,0.1836469
201,0,71.78467,0,0.0016101,0.3067525,0.0355202
201,0,60.09993,1,0.0008522,0.3292299,0.0502169
201,0,66.29467,0,0.8285007,0,0.5015054
202,0,20.0984,0,0.6906261,0,1.128466
202,0,28.28787,1,0.7140083,0,1.390976
202,1,0,1,0.7556086,0,1.279361
202,0,18.43367,1,0.5879535,0,1.246248
202,0,37.06207,0,0.1894172,0,1.765068
202,0,85.67361,0,0.0346533,0.0208933,2.305171
202,0,75.4594,0,0.0023445,0.3489647,0.1836469
202,0,71.78467,0,0.0016101,0.3067525,0.0355202
202,0,60.09993,1,0.0008522,0.3292299,0.0502169
202,0,66.29467,0,0.8285007,0,0.5015054
203,0,20.0984,0,0.6906261,0,1.128466
203,0,28.28787,1,0.7140083,0,1.390976
203,1,0,1,0.7556086,0,1.279361
203,0,18.43367,1,0.5879535,0,1.246248
203,0,37.06207,0,0.1894172,0,1.765068
203,0,85.67361,0,0.0346533,0.0208933,2.305171
203,0,75.4594,0,0.0023445,0.3489647,0.1836469
203,0,71.78467,0,0.0016101,0.3067525,0.0355202
203,0,60.09993,1,0.0008522,0.3292299,0.0502169
203,0,66.29467,0,0.8285007,0,0.5015054
204,0,20.0984,0,0.6906261,0,1.128466
204,0,28.28787,1,0.7140083,0,1.390976
204,1,0,1,0.7556086,0,1.279361
204,0,18.43367,1,0.5879535,0,1.246248
204,0,37.06207,0,0.1894172,0,1.765068
204,0,85.67361,0,0.0346533,0.0208933,2.305171
204,0,75.4594,0,0.0023445,0.3489647,0.1836469
204,0,71.78467,0,0.0016101,0.3067525,0.0355202
204,0,60.09993,1,0.0008522,0.3292299,0.0502169
204,0,66.29467,0,0.8285007,0,0.5015054
205,0,20.0984,0,0.6906261,0,1.128466
205,0,28.28787,1,0.7140083,0,1.390976
205,1,0,1,0.7556086,0,1.279361
205,0,18.43367,1,0.5879535,0,1.246248
205,0,37.06207,0,0.1894172,0,1.765068
205,0,85.67361,0,0.0346533,0.0208933,2.305171
205,0,75.4594,0,0.0023445,0.3489647,0.1836469
205,0,71.78467,0,0.0016101,0.3067525,0.0355202
205,0,60.09993,1,0.0008522,0.3292299,0.0502169
205,0,66.29467,0,0.8285007,0,0.5015054
206,0,20.0984,0,0.6906261,0,1.128466
206,0,28.28787,1,0.7140083,0,1.390976
